Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Airbag (product.metafields.custom.airbag),Automatic Extendable Footrest (product.metafields.custom.automatic_extendable_footrest),Auto Program (product.metafields.custom.auto_program),Bluetooth Speaker (product.metafields.custom.bluetooth_speaker),Calf Roller (product.metafields.custom.calf_roller),Foot Roller (product.metafields.custom.foot_roller),Heating (product.metafields.custom.heating),id (product.metafields.custom.id),Massage Mechanism (product.metafields.custom.massage_mechanism),Number of Massage Styles (product.metafields.custom.number_of_massage_styles),Side Controller (product.metafields.custom.side_controller),Space Saving Technology (product.metafields.custom.space_saving_technology),Track Type (product.metafields.custom.track_type),Zero Gravity (product.metafields.custom.zero_gravity),LDT: Compare Attribute Set Code (product.metafields.ldt.compare_attribute_set),LDT: Compare Products (product.metafields.ldt.compare_products),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Massage technique (product.metafields.shopify.massage-technique),Power source (product.metafields.shopify.power-source),Reclining function (product.metafields.shopify.reclining-function),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
titan-pro-4d-astro,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,titan-pro-4d-astro-16,,,,,5023.95,6523.95,true,true,,,,,00850074101086,,,,,,,,,,,,,,,,,,26,Manual,20,YES,-,1 roller,Lumbar,astro,4D,5,YES,YES,SL,1 Stages of Zero Gravity,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-pro-4d-astro,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,titan-pro-4d-astro-17,,,,,5123.95,6623.95,true,true,,,,,00850074101086,,,,,,,,,,,,,,,,,,26,Manual,20,YES,-,1 roller,Lumbar,astro,4D,5,YES,YES,SL,1 Stages of Zero Gravity,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151"",""gid://shopify/Metaobject/196415488239""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,Titan V03 Vending Massage chair,"<ul class=""feature-section"">
    <li><strong>EGG-SHAPED SPACE CAPSULE</strong></li>
    <li><strong>10 CELL AIR MASSAGE</strong></li>
    <li>SPACE-SAVING DESIGN</li>
    <li>WEAR &amp; DIRT RESISTANT</li>
    <li>LED LIGHTING</li>
    <li>WIRELESS CHARGING</li>
    <li>SEAT OCCUPANCY DETECTION</li>
    <li>INTUITIVE CONTROL PANEL</li>
    <li>1 YEAR WARRANTY</li>
</ul>

<!-- more -->
<script>
    const externalURL = ""https://RobinChoi00.github.io/Product/V03/V03.html"";
</script>

<!-- 외부 CSS 연결 -->
<link rel=""stylesheet"" href=""https://ota-shawn.github.io/productGlobalCss/style.css"">
<link rel=""stylesheet"" href=""https://RobinChoi00.github.io/Product/CustomStyle.css"">
<link rel=""stylesheet"" href=""https://RobinChoi00.github.io/Product/V03/V03_style.css"">

<!-- 콘텐츠 삽입 위치 -->
<div id=""externalURL""></div>

<!-- jQuery 로드 -->
<script src=""https://code.jquery.com/jquery-3.7.0.min.js"" crossorigin=""anonymous""></script>

<!-- 외부 HTML 불러오기 & JS 실행 -->
<script>
    $(""#externalURL"").load(externalURL, () => {
        $(""#externalURL"").contents().unwrap();

        // HTML 로드 후 JS 삽입
        const script = document.createElement(""script"");
        script.src = ""https://RobinChoi00.github.io/Product/V03/V03_script.js"";
        script.defer = true;
        document.body.appendChild(script);
    });
</script>",Titan,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Vending Chair,"Massage Chair, Titan, Vending Chair",true,Color,Black,,Delievery,Curbside - Free,,Option,Chair,,Titan-V03-Cabinet-0,,,,,2999.00,6899.00,true,true,,,,,,,,,false,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,active
titan-v03-cabinet,,,,,,,,Color,Black,,Delievery,Curbside - Free,,Option,Payment box,,Titan-V03-Cabinet-1,,,,,2499.00,6399.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Black,,Delievery,White Glove - $275,,Option,Chair,,Titan-V03-Cabinet-3,,,,,3274.00,7174.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Black,,Delievery,White Glove - $275,,Option,Payment box,,Titan-V03-Cabinet-4,,,,,2774.00,6674.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Brown,,Delievery,Curbside - Free,,Option,Chair,,Titan-V03-Cabinet-6,,,,,2999.00,6899.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Brown,,Delievery,Curbside - Free,,Option,Payment box,,Titan-V03-Cabinet-7,,,,,2499.00,6399.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Brown,,Delievery,White Glove - $275,,Option,Chair,,Titan-V03-Cabinet-9,,,,,3274.00,7174.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-v03-cabinet,,,,,,,,Color,Brown,,Delievery,White Glove - $275,,Option,Payment box,,Titan-V03-Cabinet-10,,,,,2774.00,6674.00,true,true,,,,,,,,,,,,,,,,,,,,,,,10,-,-,YES,NO,-,YES,,-,-,YES,YES,-,YES,,,,,"[""gid://shopify/Metaobject/196414963951"",""gid://shopify/Metaobject/196415783151""]","[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/222179557615"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415062255""]",,"[""gid://shopify/Metaobject/222179590383"",""gid://shopify/Metaobject/203849629935""]",,,lb,,,
titan-ignite-sync,Titan Ignite Sync 3D+2D,"<ul>
    <li>
<strong>INTELLIGENT</strong> HEALTH DETECTION</li>
    <li>
<strong>3D+2D DUAL</strong> MASSAGE MECHANISM</li>
    <li>
<strong>INTELLIGENT</strong> VOICE CONTROL</li>
    <li>
<strong>ANKLE STRETCHING</strong> MECHANISM</li>
    <li>
<strong>BODY SCAN</strong> TECHNOLOGY</li>
    <li>
<strong>SL-TRACK</strong> SYSTEM</li>
    <li>
<strong>SPACE-SAVING</strong> TECHNOLOGY</li>
    <li>
<strong>20 AUTO</strong> PROGRAMS</li>
    <li>
<strong>5 MANUAL</strong> MODES</li>
    <li>
<strong>2 SPECIALIZED</strong> FOOT ROLLERS</li>
    <li>
<strong>AUTOMATIC</strong> EXTENDABLE FOOTREST</li>
    <li>
<strong>LCD TOUCHSCREEN</strong> CONTROLLER</li>
    <li>
<strong>SHORTCUT</strong> DIAL</li>
    <li>
<strong>BLUETOOTH</strong> SPEAKERS</li>
</ul>
<!-- more -->
<div id=""IgniteSync-content-anchor"" style=""min-height: 200px;"">
    <p style=""text-align: center; color: #999; padding: 50px;"">Loading Ignite Sync Product Detail...</p>
</div>

<script crossorigin=""anonymous"" integrity=""sha256-2Pmvv0kuTBOenSvLm6bvfBSSHrUJ+3A7x6P5Ebd07/g="" src=""https://code.jquery.com/jquery-3.7.0.min.js""></script> 

<script>
    (function () {
        // 💡 [경로 수정] GitHub 레포지토리의 Ignite_sync 폴더로 타겟 변경
        var baseURL = ""https://RobinChoi00.github.io/Product/Ignite_sync/"";
        var v = new Date().getTime(); // Cache Busting

        // 1) CSS Injection
        if (!$('link[href*=""Ignite_sync/style.css""]').length) {
            $('head').append(`<link rel=""stylesheet"" href=""${baseURL}style.css?v=${v}"" type=""text/css"" />`);
        }
        
        // 2) Google Fonts Integration (기존 유지)
        $('head').append(`<link href=""https://fonts.googleapis.com/css2?family=Poppins:wght@400;500;600;700&display=swap"" rel=""stylesheet"">`);

        // 3) HTML Fetching & Image Path Repairing
        $.ajax({
            url: baseURL + ""index.html"",
            data: { v: v },
            dataType: ""html"",
            success: function (data) {
                var parser = new DOMParser();
                var doc = parser.parseFromString(data, ""text/html"");
                var $content = $(doc.body).contents();

                // 상대 경로 이미지를 절대 경로(GitHub)로 변환
                $content.find('img, video source').each(function () {
                    var src = $(this).attr('src');
                    if (src && !src.startsWith('http')) {
                        $(this).attr('src', baseURL + src);
                    }
                });
                
                // 비디오 태그는 src 변경 후 다시 로드해야 자동 재생이 정상 작동할 수 있습니다.
                $content.find('video').each(function() {
                    this.load();
                });

                // XSS 방어 및 렌더링
                $content.find('script').remove();
                
                // 💡 Ignite Sync 앵커에 HTML 주입
                $('#IgniteSync-content-anchor').empty().append($content);

                // 4) External JS Execution
                var script = document.createElement(""script"");
                script.src = baseURL + ""script.js?v="" + v;
                script.defer = true;
                document.body.appendChild(script);
            },
            error: function () {
                // 💡 에러 메시지 텍스트 변경
                $('#IgniteSync-content-anchor').html('<p style=""color:red; text-align:center;"">Failed to load Ignite Sync content. Please refresh the page.</p>');
            }
        });
    })();
</script>",Titan Chair,Health & Beauty > Personal Care > Massage & Relaxation > Massage Chairs,Massage Chair,"3D, Massage Chair, Osaki, SL-Track",true,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync0,,,,,2499.00,5999.00,true,true,,,,,,,,,false,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,active
titan-ignite-sync,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync1,,,,,2748.95,6248.65,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Black,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync2,,,,,2848.95,6348.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync3,,,,,2774.00,6274.00,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync4,,,,,3023.95,6523.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Black,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync5,,,,,3123.95,6623.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync6,,,,,2499.00,5999.00,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync7,,,,,2748.95,6248.65,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync8,,,,,2848.95,6348.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync9,,,,,2774.00,6274.00,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync10,,,,,3023.95,6523.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Brown,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync11,,,,,3123.95,6623.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync12,,,,,2499.00,5999.00,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync13,,,,,2748.95,6248.65,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,Curbside - Free,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync14,,,,,2848.95,6348.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free,,Titan-Ignite-Sync15,,,,,2774.00,6274.00,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,1 Year Extended (Parts/Labor) - $249.95,,Titan-Ignite-Sync16,,,,,3023.95,6523.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
titan-ignite-sync,,,,,,,,Color,Taupe,,Delivery,White Glove - $275,,Warranty,2 Year Extended (Parts/Labor) - $349.95,,Titan-Ignite-Sync17,,,,,3123.95,6623.95,true,true,,,,,,,,,,,,,,,,,,,,,,,38,Yes,20,Yes,No,2 Rollers,Lumbar,,"Dual(3D, 2D)",5,Yes,3,SL,1,,,,1,,"[""gid://shopify/Metaobject/203849597167"",""gid://shopify/Metaobject/196415127791"",""gid://shopify/Metaobject/196415095023"",""gid://shopify/Metaobject/196415062255"",""gid://shopify/Metaobject/254840701167""]",,,,,lb,,,
